method,query,k,ndcg,precision,recall,f1,overlap
Istari v2 Semantic,renewable energy project developers,30,0.9964,1.0,0.03,0.0583,25
Istari v2 Semantic,renewable energy project developers,50,0.996,1.0,0.05,0.0952,37
Istari v2 Semantic,renewable energy project developers,100,0.9872,0.99,0.099,0.18,64
Istari v2 Semantic,renewable energy project developers,200,0.9809,0.985,0.197,0.3283,118
Istari v2 Semantic,renewable energy project developers,500,0.9061,0.892,0.446,0.5947,331
Istari v2 Semantic,renewable energy project developers,816,0.8037,0.7708,0.629,0.6927,576
Istari v2 Semantic,sustainable agriculture companies,10,0.9908,0.7,0.1129,0.1944,6
Istari v2 Semantic,sustainable agriculture companies,30,0.9902,0.6667,0.3226,0.4348,16
Istari v2 Semantic,sustainable agriculture companies,50,0.9618,0.44,0.3548,0.3929,20
Istari v2 Semantic,sustainable agriculture companies,100,0.9436,0.3,0.4839,0.3704,44
Istari v2 Semantic,sustainable agriculture companies,200,0.8694,0.165,0.5323,0.2519,86
Istari v2 Semantic,sustainable agriculture companies,500,0.7068,0.092,0.7419,0.1637,230
Istari v2 Semantic,sustainable agriculture companies,816,0.5889,0.06,0.7903,0.1116,388
Istari v2 Semantic,vertical farming companies,10,0.9945,1.0,0.1,0.1818,7
Istari v2 Semantic,vertical farming companies,30,0.9965,1.0,0.3,0.4615,21
Istari v2 Semantic,vertical farming companies,50,0.9951,0.96,0.48,0.64,37
Istari v2 Semantic,vertical farming companies,100,0.9945,0.71,0.71,0.71,71
Istari v2 Semantic,vertical farming companies,200,0.9962,0.465,0.93,0.62,157
Istari v2 Semantic,vertical farming companies,500,0.8904,0.198,0.99,0.33,343
Istari v2 Semantic,vertical farming companies,816,0.7565,0.1213,0.99,0.2162,530
Istari v2 Semantic,precision agriculture technology providers,10,0.994,1.0,0.0202,0.0397,6
Istari v2 Semantic,precision agriculture technology providers,30,0.9923,1.0,0.0607,0.1145,16
Istari v2 Semantic,precision agriculture technology providers,50,0.9928,1.0,0.1012,0.1838,31
Istari v2 Semantic,precision agriculture technology providers,100,0.9941,1.0,0.2024,0.3367,69
Istari v2 Semantic,precision agriculture technology providers,200,0.9959,0.995,0.4028,0.5735,167
Istari v2 Semantic,precision agriculture technology providers,500,0.9925,0.866,0.8765,0.8712,437
Istari v2 Semantic,precision agriculture technology providers,816,0.917,0.5968,0.9858,0.7435,678
Istari v2 Semantic,alternative protein manufacturers,10,0.9969,1.0,0.2439,0.3922,8
Istari v2 Semantic,alternative protein manufacturers,30,0.9931,0.7,0.5122,0.5915,18
Istari v2 Semantic,alternative protein manufacturers,50,0.9929,0.6,0.7317,0.6593,35
Istari v2 Semantic,alternative protein manufacturers,100,0.9773,0.35,0.8537,0.4965,60
Istari v2 Semantic,alternative protein manufacturers,200,0.9218,0.18,0.878,0.2988,118
Istari v2 Semantic,alternative protein manufacturers,500,0.7537,0.082,1.0,0.1516,276
Istari v2 Semantic,alternative protein manufacturers,816,0.6544,0.0502,1.0,0.0957,446
Our MiniLM (98K),software companies,10,0.966,0.2,0.0909,0.125,2
Our MiniLM (98K),software companies,30,0.8905,0.1333,0.1818,0.1538,4
Our MiniLM (98K),software companies,50,0.8591,0.08,0.1818,0.1111,6
Our MiniLM (98K),software companies,100,0.8148,0.04,0.1818,0.0656,10
Our MiniLM (98K),software companies,200,0.749,0.035,0.3182,0.0631,41
Our MiniLM (98K),software companies,500,0.6185,0.026,0.5909,0.0498,164
Our MiniLM (98K),software companies,816,0.54,0.0208,0.7727,0.0406,340
Our MiniLM (98K),healthcare providers,10,0.9522,0.0,0.0,0.0,0
Our MiniLM (98K),healthcare providers,30,0.9098,0.1333,0.1026,0.1159,4
Our MiniLM (98K),healthcare providers,50,0.9145,0.12,0.1538,0.1348,7
Our MiniLM (98K),healthcare providers,100,0.9114,0.09,0.2308,0.1295,23
Our MiniLM (98K),healthcare providers,200,0.9098,0.07,0.359,0.1172,54
Our MiniLM (98K),healthcare providers,500,0.8561,0.046,0.5897,0.0853,229
Our MiniLM (98K),healthcare providers,816,0.8135,0.0392,0.8205,0.0749,550
Our MiniLM (98K),AI startups in Berlin,10,0.8279,0.5,0.122,0.1961,3
Our MiniLM (98K),AI startups in Berlin,30,0.8625,0.2,0.1463,0.169,6
Our MiniLM (98K),AI startups in Berlin,50,0.8498,0.16,0.1951,0.1758,9
Our MiniLM (98K),AI startups in Berlin,100,0.8224,0.12,0.2927,0.1702,25
Our MiniLM (98K),AI startups in Berlin,200,0.7332,0.085,0.4146,0.1411,52
Our MiniLM (98K),AI startups in Berlin,500,0.6119,0.052,0.6341,0.0961,180
Our MiniLM (98K),AI startups in Berlin,816,0.544,0.0355,0.7073,0.0677,353
Our MiniLM (98K),renewable energy companies in Germany,10,0.8821,0.8,0.0116,0.023,0
Our MiniLM (98K),renewable energy companies in Germany,30,0.892,0.8667,0.0378,0.0725,3
Our MiniLM (98K),renewable energy companies in Germany,50,0.8434,0.78,0.0568,0.1058,8
Our MiniLM (98K),renewable energy companies in Germany,100,0.8727,0.81,0.1179,0.2058,31
Our MiniLM (98K),renewable energy companies in Germany,200,0.8664,0.755,0.2198,0.3405,72
Our MiniLM (98K),renewable energy companies in Germany,500,0.8508,0.686,0.4993,0.5779,283
Our MiniLM (98K),renewable energy companies in Germany,816,0.8134,0.6189,0.7351,0.672,563
Our MiniLM (98K),companies providing cloud migration services,10,0.9505,0.9,0.0282,0.0547,0
Our MiniLM (98K),companies providing cloud migration services,30,0.9299,0.6667,0.0627,0.1146,1
Our MiniLM (98K),companies providing cloud migration services,50,0.9431,0.66,0.1034,0.1789,7
Our MiniLM (98K),companies providing cloud migration services,100,0.947,0.54,0.1693,0.2578,23
Our MiniLM (98K),companies providing cloud migration services,200,0.9203,0.465,0.2915,0.3584,67
Our MiniLM (98K),companies providing cloud migration services,500,0.8135,0.344,0.5392,0.42,249
Our MiniLM (98K),companies providing cloud migration services,816,0.6668,0.2598,0.6646,0.3736,430
Our MiniLM (98K),B2B SaaS platforms,10,0.9598,0.7,0.0237,0.0459,2
Our MiniLM (98K),B2B SaaS platforms,30,0.9356,0.6333,0.0644,0.1169,3
Our MiniLM (98K),B2B SaaS platforms,50,0.9489,0.68,0.1153,0.1971,6
Our MiniLM (98K),B2B SaaS platforms,100,0.945,0.57,0.1932,0.2886,20
Our MiniLM (98K),B2B SaaS platforms,200,0.9529,0.48,0.3254,0.3879,67
Our MiniLM (98K),B2B SaaS platforms,500,0.9217,0.374,0.6339,0.4704,283
Our MiniLM (98K),B2B SaaS platforms,816,0.8415,0.299,0.8271,0.4392,577
Our MiniLM (98K),machine learning companies,10,0.9794,0.2,0.4,0.2667,4
Our MiniLM (98K),machine learning companies,30,0.9778,0.1,0.6,0.1714,8
Our MiniLM (98K),machine learning companies,50,0.9641,0.06,0.6,0.1091,15
Our MiniLM (98K),machine learning companies,100,0.9557,0.03,0.6,0.0571,34
Our MiniLM (98K),machine learning companies,200,0.9539,0.015,0.6,0.0293,80
Our MiniLM (98K),machine learning companies,500,0.9109,0.01,1.0,0.0198,307
Our MiniLM (98K),machine learning companies,816,0.8195,0.0061,1.0,0.0122,624
Our MiniLM (98K),IoT solution providers,10,0.9575,1.0,0.01,0.0198,0
Our MiniLM (98K),IoT solution providers,30,0.9663,1.0,0.03,0.0583,4
Our MiniLM (98K),IoT solution providers,50,0.9694,1.0,0.05,0.0952,7
Our MiniLM (98K),IoT solution providers,100,0.9663,0.99,0.099,0.18,19
Our MiniLM (98K),IoT solution providers,200,0.9759,0.995,0.199,0.3317,68
Our MiniLM (98K),IoT solution providers,500,0.9469,0.95,0.475,0.6333,257
Our MiniLM (98K),IoT solution providers,816,0.8964,0.8848,0.722,0.7952,599
Our MiniLM (98K),enterprise software vendors,10,0.754,0.9,0.009,0.0178,0
Our MiniLM (98K),enterprise software vendors,30,0.7358,0.8,0.024,0.0466,2
Our MiniLM (98K),enterprise software vendors,50,0.7719,0.84,0.042,0.08,10
Our MiniLM (98K),enterprise software vendors,100,0.8143,0.86,0.086,0.1564,41
Our MiniLM (98K),enterprise software vendors,200,0.7744,0.79,0.158,0.2633,77
Our MiniLM (98K),enterprise software vendors,500,0.6513,0.63,0.315,0.42,197
Our MiniLM (98K),enterprise software vendors,816,0.57,0.538,0.439,0.4835,377
Our MiniLM (98K),small consulting firms,10,0.9526,0.1,0.0238,0.0385,0
Our MiniLM (98K),small consulting firms,30,0.9397,0.0667,0.0476,0.0556,2
Our MiniLM (98K),small consulting firms,50,0.9388,0.08,0.0952,0.087,6
Our MiniLM (98K),small consulting firms,100,0.9334,0.06,0.1429,0.0845,14
Our MiniLM (98K),small consulting firms,200,0.8969,0.035,0.1667,0.0579,39
Our MiniLM (98K),small consulting firms,500,0.7951,0.034,0.4048,0.0627,201
Our MiniLM (98K),small consulting firms,816,0.7042,0.0319,0.619,0.0606,452
Our MiniLM (98K),tech companies in Munich,10,0.7096,0.0,0.0,0.0,0
Our MiniLM (98K),tech companies in Munich,30,0.8122,0.0667,0.05,0.0571,2
Our MiniLM (98K),tech companies in Munich,50,0.8027,0.12,0.15,0.1333,7
Our MiniLM (98K),tech companies in Munich,100,0.8655,0.1,0.25,0.1429,18
Our MiniLM (98K),tech companies in Munich,200,0.8723,0.06,0.3,0.1,40
Our MiniLM (98K),tech companies in Munich,500,0.8178,0.05,0.625,0.0926,239
Our MiniLM (98K),tech companies in Munich,816,0.7529,0.0392,0.8,0.0748,500
Our MiniLM (98K),manufacturing in Baden-Württemberg,10,0.9021,0.0,0.0,0.0,0
Our MiniLM (98K),manufacturing in Baden-Württemberg,30,0.9298,0.1,0.0545,0.0706,2
Our MiniLM (98K),manufacturing in Baden-Württemberg,50,0.9377,0.1,0.0909,0.0952,5
Our MiniLM (98K),manufacturing in Baden-Württemberg,100,0.9529,0.12,0.2182,0.1548,17
Our MiniLM (98K),manufacturing in Baden-Württemberg,200,0.9463,0.095,0.3455,0.149,61
Our MiniLM (98K),manufacturing in Baden-Württemberg,500,0.8914,0.072,0.6545,0.1297,253
Our MiniLM (98K),manufacturing in Baden-Württemberg,816,0.8056,0.0539,0.8,0.101,534
Our MiniLM (98K),e-commerce platforms,10,0.9715,1.0,0.01,0.0198,0
Our MiniLM (98K),e-commerce platforms,30,0.9761,1.0,0.03,0.0583,0
Our MiniLM (98K),e-commerce platforms,50,0.9786,1.0,0.05,0.0952,0
Our MiniLM (98K),e-commerce platforms,100,0.9579,0.97,0.097,0.1764,2
Our MiniLM (98K),e-commerce platforms,200,0.9697,0.985,0.197,0.3283,41
Our MiniLM (98K),e-commerce platforms,500,0.9775,0.988,0.494,0.6587,115
Our MiniLM (98K),e-commerce platforms,816,0.904,0.8922,0.728,0.8018,546
Our MiniLM (98K),pharmaceutical companies,10,0.9649,1.0,0.01,0.0198,1
Our MiniLM (98K),pharmaceutical companies,30,0.9704,1.0,0.03,0.0583,2
Our MiniLM (98K),pharmaceutical companies,50,0.9732,1.0,0.05,0.0952,6
Our MiniLM (98K),pharmaceutical companies,100,0.9783,1.0,0.1,0.1818,15
Our MiniLM (98K),pharmaceutical companies,200,0.9833,1.0,0.2,0.3333,57
Our MiniLM (98K),pharmaceutical companies,500,0.968,0.972,0.486,0.648,263
Our MiniLM (98K),pharmaceutical companies,816,0.9512,0.9485,0.774,0.8524,626
Our MiniLM (98K),logistics companies in the US,10,0.8821,0.8,0.0118,0.0232,0
Our MiniLM (98K),logistics companies in the US,30,0.7936,0.6667,0.0295,0.0564,5
Our MiniLM (98K),logistics companies in the US,50,0.7748,0.64,0.0471,0.0878,5
Our MiniLM (98K),logistics companies in the US,100,0.7671,0.6,0.0884,0.154,14
Our MiniLM (98K),logistics companies in the US,200,0.6839,0.515,0.1517,0.2344,38
Our MiniLM (98K),logistics companies in the US,500,0.6196,0.45,0.3314,0.3817,183
Our MiniLM (98K),logistics companies in the US,816,0.5603,0.3922,0.4713,0.4281,364
Our MiniLM (98K),data analytics companies,10,0.9644,1.0,0.01,0.0198,0
Our MiniLM (98K),data analytics companies,30,0.9142,0.9333,0.028,0.0544,1
Our MiniLM (98K),data analytics companies,50,0.9299,0.96,0.048,0.0914,3
Our MiniLM (98K),data analytics companies,100,0.9266,0.95,0.095,0.1727,11
Our MiniLM (98K),data analytics companies,200,0.9274,0.945,0.189,0.315,51
Our MiniLM (98K),data analytics companies,500,0.8531,0.844,0.422,0.5627,236
Our MiniLM (98K),data analytics companies,816,0.8011,0.7819,0.638,0.7026,528
Our MiniLM (98K),cybersecurity firms,10,0.8096,0.8,0.008,0.0158,0
Our MiniLM (98K),cybersecurity firms,30,0.7546,0.7333,0.022,0.0427,1
Our MiniLM (98K),cybersecurity firms,50,0.7344,0.72,0.036,0.0686,3
Our MiniLM (98K),cybersecurity firms,100,0.7921,0.81,0.081,0.1473,12
Our MiniLM (98K),cybersecurity firms,200,0.7851,0.795,0.159,0.265,45
Our MiniLM (98K),cybersecurity firms,500,0.7921,0.798,0.399,0.532,224
Our MiniLM (98K),cybersecurity firms,816,0.7372,0.7267,0.593,0.6531,490
Our MiniLM (98K),financial services companies,10,0.8926,0.9,0.009,0.0178,0
Our MiniLM (98K),financial services companies,30,0.8547,0.8667,0.026,0.0505,0
Our MiniLM (98K),financial services companies,50,0.8335,0.84,0.042,0.08,2
Our MiniLM (98K),financial services companies,100,0.8083,0.81,0.081,0.1473,15
Our MiniLM (98K),financial services companies,200,0.7532,0.745,0.149,0.2483,44
Our MiniLM (98K),financial services companies,500,0.6488,0.624,0.312,0.416,172
Our MiniLM (98K),financial services companies,816,0.5746,0.5417,0.442,0.4868,360
Our MiniLM (98K),retail chains in Europe,10,0.9605,0.6,0.1017,0.1739,2
Our MiniLM (98K),retail chains in Europe,30,0.9606,0.2667,0.1356,0.1798,6
Our MiniLM (98K),retail chains in Europe,50,0.9626,0.18,0.1525,0.1651,9
Our MiniLM (98K),retail chains in Europe,100,0.9628,0.14,0.2373,0.1761,17
Our MiniLM (98K),retail chains in Europe,200,0.9584,0.145,0.4915,0.2239,90
Our MiniLM (98K),retail chains in Europe,500,0.8987,0.08,0.678,0.1431,274
Our MiniLM (98K),retail chains in Europe,816,0.8145,0.0637,0.8814,0.1189,551
Our MiniLM (98K),construction companies,10,0.9702,1.0,0.01,0.0198,0
Our MiniLM (98K),construction companies,30,0.9757,1.0,0.03,0.0583,0
Our MiniLM (98K),construction companies,50,0.9781,1.0,0.05,0.0952,0
Our MiniLM (98K),construction companies,100,0.9744,0.99,0.099,0.18,8
Our MiniLM (98K),construction companies,200,0.9579,0.965,0.193,0.3217,46
Our MiniLM (98K),construction companies,500,0.9144,0.908,0.454,0.6053,238
Our MiniLM (98K),construction companies,816,0.8303,0.8076,0.659,0.7258,538
Our MiniLM (98K),marketing agencies,10,0.8922,0.9,0.009,0.0178,0
Our MiniLM (98K),marketing agencies,30,0.8161,0.8,0.024,0.0466,0
Our MiniLM (98K),marketing agencies,50,0.8216,0.82,0.041,0.0781,2
Our MiniLM (98K),marketing agencies,100,0.7279,0.7,0.07,0.1273,13
Our MiniLM (98K),marketing agencies,200,0.7172,0.705,0.141,0.235,29
Our MiniLM (98K),marketing agencies,500,0.6964,0.686,0.343,0.4573,173
Our MiniLM (98K),marketing agencies,816,0.6378,0.6176,0.504,0.5551,425
Our MiniLM (98K),human resources software,10,0.9599,1.0,0.01,0.0198,0
Our MiniLM (98K),human resources software,30,0.9688,1.0,0.03,0.0583,2
Our MiniLM (98K),human resources software,50,0.9735,1.0,0.05,0.0952,8
Our MiniLM (98K),human resources software,100,0.977,1.0,0.1,0.1818,24
Our MiniLM (98K),human resources software,200,0.978,0.995,0.199,0.3317,78
Our MiniLM (98K),human resources software,500,0.9823,0.99,0.495,0.66,308
Our MiniLM (98K),human resources software,816,0.9643,0.9632,0.786,0.8656,657
Our MiniLM (98K),supply chain management companies,10,0.9642,0.7,0.016,0.0313,1
Our MiniLM (98K),supply chain management companies,30,0.9683,0.7333,0.0503,0.0942,3
Our MiniLM (98K),supply chain management companies,50,0.9683,0.58,0.0664,0.1191,3
Our MiniLM (98K),supply chain management companies,100,0.9736,0.6,0.1373,0.2235,11
Our MiniLM (98K),supply chain management companies,200,0.9603,0.545,0.2494,0.3422,56
Our MiniLM (98K),supply chain management companies,500,0.9268,0.476,0.5446,0.508,274
Our MiniLM (98K),supply chain management companies,816,0.8534,0.4032,0.7529,0.5251,578
Our MiniLM (98K),solar panel manufacturers,10,0.9445,1.0,0.01,0.0198,0
Our MiniLM (98K),solar panel manufacturers,30,0.9578,1.0,0.03,0.0583,2
Our MiniLM (98K),solar panel manufacturers,50,0.9643,1.0,0.05,0.0952,5
Our MiniLM (98K),solar panel manufacturers,100,0.9635,0.99,0.099,0.18,19
Our MiniLM (98K),solar panel manufacturers,200,0.9665,0.985,0.197,0.3283,69
Our MiniLM (98K),solar panel manufacturers,500,0.9574,0.962,0.481,0.6413,278
Our MiniLM (98K),solar panel manufacturers,816,0.9236,0.9167,0.748,0.8238,611
Our MiniLM (98K),agricultural technology companies,10,0.9019,0.9,0.0108,0.0213,2
Our MiniLM (98K),agricultural technology companies,30,0.7714,0.6333,0.0228,0.044,3
Our MiniLM (98K),agricultural technology companies,50,0.7598,0.62,0.0372,0.0701,4
Our MiniLM (98K),agricultural technology companies,100,0.6942,0.57,0.0683,0.1221,18
Our MiniLM (98K),agricultural technology companies,200,0.5997,0.485,0.1163,0.1876,35
Our MiniLM (98K),agricultural technology companies,500,0.541,0.436,0.2614,0.3268,152
Our MiniLM (98K),agricultural technology companies,816,0.5049,0.4105,0.4017,0.4061,328
Our MiniLM (98K),electric vehicle manufacturers,10,0.9652,1.0,0.01,0.0198,1
Our MiniLM (98K),electric vehicle manufacturers,30,0.9675,1.0,0.03,0.0583,2
Our MiniLM (98K),electric vehicle manufacturers,50,0.9713,1.0,0.05,0.0952,5
Our MiniLM (98K),electric vehicle manufacturers,100,0.973,1.0,0.1,0.1818,19
Our MiniLM (98K),electric vehicle manufacturers,200,0.9789,1.0,0.2,0.3333,69
Our MiniLM (98K),electric vehicle manufacturers,500,0.9807,0.99,0.495,0.66,295
Our MiniLM (98K),electric vehicle manufacturers,816,0.9649,0.9645,0.787,0.8667,649
Our MiniLM (98K),biotech companies,10,0.9626,0.8,0.0191,0.0374,1
Our MiniLM (98K),biotech companies,30,0.9617,0.6333,0.0455,0.0848,3
Our MiniLM (98K),biotech companies,50,0.9497,0.56,0.067,0.1197,5
Our MiniLM (98K),biotech companies,100,0.9478,0.59,0.1411,0.2278,23
Our MiniLM (98K),biotech companies,200,0.9366,0.52,0.2488,0.3366,63
Our MiniLM (98K),biotech companies,500,0.9058,0.486,0.5813,0.5294,273
Our MiniLM (98K),biotech companies,816,0.8239,0.3958,0.7727,0.5235,552
Our MiniLM (98K),digital transformation consultants,10,0.9656,1.0,0.01,0.0198,1
Our MiniLM (98K),digital transformation consultants,30,0.97,1.0,0.03,0.0583,4
Our MiniLM (98K),digital transformation consultants,50,0.9702,1.0,0.05,0.0952,4
Our MiniLM (98K),digital transformation consultants,100,0.9613,0.98,0.098,0.1782,12
Our MiniLM (98K),digital transformation consultants,200,0.9633,0.98,0.196,0.3267,44
Our MiniLM (98K),digital transformation consultants,500,0.9609,0.968,0.484,0.6453,251
Our MiniLM (98K),digital transformation consultants,816,0.9302,0.9252,0.755,0.8315,620
Our MiniLM (98K),cloud computing providers,10,0.9073,0.9,0.009,0.0178,0
Our MiniLM (98K),cloud computing providers,30,0.8021,0.7667,0.023,0.0447,4
Our MiniLM (98K),cloud computing providers,50,0.7847,0.76,0.038,0.0724,7
Our MiniLM (98K),cloud computing providers,100,0.7791,0.77,0.077,0.14,15
Our MiniLM (98K),cloud computing providers,200,0.8125,0.82,0.164,0.2733,54
Our MiniLM (98K),cloud computing providers,500,0.8317,0.84,0.42,0.56,241
Our MiniLM (98K),cloud computing providers,816,0.8481,0.8554,0.698,0.7687,582
Our MiniLM (98K),mobile app development companies,10,0.959,1.0,0.01,0.0198,0
Our MiniLM (98K),mobile app development companies,30,0.9652,1.0,0.03,0.0583,1
Our MiniLM (98K),mobile app development companies,50,0.9681,1.0,0.05,0.0952,4
Our MiniLM (98K),mobile app development companies,100,0.9737,1.0,0.1,0.1818,17
Our MiniLM (98K),mobile app development companies,200,0.9798,1.0,0.2,0.3333,58
Our MiniLM (98K),mobile app development companies,500,0.9789,0.988,0.494,0.6587,276
Our MiniLM (98K),mobile app development companies,816,0.9606,0.9596,0.783,0.8623,656
Our MiniLM (98K),web design agencies,10,0.966,1.0,0.01,0.0198,0
Our MiniLM (98K),web design agencies,30,0.9479,0.9667,0.029,0.0563,4
Our MiniLM (98K),web design agencies,50,0.9155,0.92,0.046,0.0876,6
Our MiniLM (98K),web design agencies,100,0.8972,0.9,0.09,0.1636,10
Our MiniLM (98K),web design agencies,200,0.9059,0.915,0.183,0.305,34
Our MiniLM (98K),web design agencies,500,0.8382,0.828,0.414,0.552,194
Our MiniLM (98K),web design agencies,816,0.7654,0.7414,0.605,0.6663,506
Our MiniLM (98K),SEO companies,10,0.9679,1.0,0.01,0.0198,0
Our MiniLM (98K),SEO companies,30,0.9745,1.0,0.03,0.0583,5
Our MiniLM (98K),SEO companies,50,0.9774,1.0,0.05,0.0952,6
Our MiniLM (98K),SEO companies,100,0.9729,0.99,0.099,0.18,16
Our MiniLM (98K),SEO companies,200,0.981,0.995,0.199,0.3317,53
Our MiniLM (98K),SEO companies,500,0.9701,0.974,0.487,0.6493,263
Our MiniLM (98K),SEO companies,816,0.9408,0.935,0.763,0.8403,619
Our MiniLM (98K),social media marketing agencies,10,0.9488,1.0,0.01,0.0198,0
Our MiniLM (98K),social media marketing agencies,30,0.9577,1.0,0.03,0.0583,1
Our MiniLM (98K),social media marketing agencies,50,0.9636,1.0,0.05,0.0952,3
Our MiniLM (98K),social media marketing agencies,100,0.9568,0.98,0.098,0.1782,21
Our MiniLM (98K),social media marketing agencies,200,0.9041,0.905,0.181,0.3017,61
Our MiniLM (98K),social media marketing agencies,500,0.7876,0.76,0.38,0.5067,239
Our MiniLM (98K),social media marketing agencies,816,0.6657,0.6201,0.506,0.5573,439
Our MiniLM (98K),venture capital firms,10,0.9663,1.0,0.01,0.0198,1
Our MiniLM (98K),venture capital firms,30,0.9643,1.0,0.03,0.0583,2
Our MiniLM (98K),venture capital firms,50,0.9656,1.0,0.05,0.0952,3
Our MiniLM (98K),venture capital firms,100,0.9711,1.0,0.1,0.1818,19
Our MiniLM (98K),venture capital firms,200,0.9464,0.96,0.192,0.32,48
Our MiniLM (98K),venture capital firms,500,0.8934,0.888,0.444,0.592,241
Our MiniLM (98K),venture capital firms,816,0.8481,0.8321,0.679,0.7478,565
Our MiniLM (98K),private equity firms,10,0.9567,1.0,0.01,0.0198,0
Our MiniLM (98K),private equity firms,30,0.934,0.9667,0.029,0.0563,0
Our MiniLM (98K),private equity firms,50,0.9451,0.98,0.049,0.0933,1
Our MiniLM (98K),private equity firms,100,0.9587,0.99,0.099,0.18,14
Our MiniLM (98K),private equity firms,200,0.9543,0.975,0.195,0.325,44
Our MiniLM (98K),private equity firms,500,0.9504,0.958,0.479,0.6387,262
Our MiniLM (98K),private equity firms,816,0.902,0.8934,0.729,0.8029,612
Our MiniLM (98K),investment banks,10,0.9609,0.7,0.0183,0.0357,0
Our MiniLM (98K),investment banks,30,0.9195,0.6333,0.0497,0.0922,0
Our MiniLM (98K),investment banks,50,0.9346,0.6,0.0785,0.1389,0
Our MiniLM (98K),investment banks,100,0.9006,0.53,0.1387,0.2199,17
Our MiniLM (98K),investment banks,200,0.8057,0.435,0.2277,0.299,50
Our MiniLM (98K),investment banks,500,0.7033,0.356,0.466,0.4036,223
Our MiniLM (98K),investment banks,816,0.6405,0.3002,0.6414,0.409,448
Our MiniLM (98K),insurance companies,10,0.9794,1.0,0.01,0.0198,0
Our MiniLM (98K),insurance companies,30,0.9822,1.0,0.03,0.0583,1
Our MiniLM (98K),insurance companies,50,0.9846,1.0,0.05,0.0952,4
Our MiniLM (98K),insurance companies,100,0.9872,1.0,0.1,0.1818,13
Our MiniLM (98K),insurance companies,200,0.9902,1.0,0.2,0.3333,42
Our MiniLM (98K),insurance companies,500,0.988,0.992,0.496,0.6613,251
Our MiniLM (98K),insurance companies,816,0.9714,0.9694,0.791,0.8711,645
Our MiniLM (98K),real estate developers,10,0.8956,0.9,0.009,0.0178,1
Our MiniLM (98K),real estate developers,30,0.8125,0.8,0.024,0.0466,2
Our MiniLM (98K),real estate developers,50,0.8035,0.8,0.04,0.0762,4
Our MiniLM (98K),real estate developers,100,0.7596,0.75,0.075,0.1364,12
Our MiniLM (98K),real estate developers,200,0.6554,0.625,0.125,0.2083,33
Our MiniLM (98K),real estate developers,500,0.5521,0.518,0.259,0.3453,143
Our MiniLM (98K),real estate developers,816,0.4904,0.4559,0.372,0.4097,307
Our MiniLM (98K),property management companies,10,0.9619,1.0,0.01,0.0198,0
Our MiniLM (98K),property management companies,30,0.9658,1.0,0.03,0.0583,4
Our MiniLM (98K),property management companies,50,0.9688,1.0,0.05,0.0952,7
Our MiniLM (98K),property management companies,100,0.9739,1.0,0.1,0.1818,17
Our MiniLM (98K),property management companies,200,0.9712,0.99,0.198,0.33,47
Our MiniLM (98K),property management companies,500,0.959,0.964,0.482,0.6427,245
Our MiniLM (98K),property management companies,816,0.8956,0.8824,0.72,0.793,594
Our MiniLM (98K),hospital management companies,10,0.9524,0.3,0.1304,0.1818,0
Our MiniLM (98K),hospital management companies,30,0.9592,0.1,0.1304,0.1132,6
Our MiniLM (98K),hospital management companies,50,0.9358,0.14,0.3043,0.1918,15
Our MiniLM (98K),hospital management companies,100,0.9542,0.12,0.5217,0.1951,37
Our MiniLM (98K),hospital management companies,200,0.9301,0.09,0.7826,0.1614,83
Our MiniLM (98K),hospital management companies,500,0.8226,0.038,0.8261,0.0727,234
Our MiniLM (98K),hospital management companies,816,0.7145,0.0257,0.913,0.0501,472
Our MiniLM (98K),medical device manufacturers,10,0.9729,1.0,0.01,0.0198,2
Our MiniLM (98K),medical device manufacturers,30,0.9742,1.0,0.03,0.0583,4
Our MiniLM (98K),medical device manufacturers,50,0.9772,1.0,0.05,0.0952,13
Our MiniLM (98K),medical device manufacturers,100,0.9775,1.0,0.1,0.1818,20
Our MiniLM (98K),medical device manufacturers,200,0.9828,1.0,0.2,0.3333,61
Our MiniLM (98K),medical device manufacturers,500,0.9895,1.0,0.5,0.6667,288
Our MiniLM (98K),medical device manufacturers,816,0.9803,0.9816,0.801,0.8822,664
Our MiniLM (98K),telecommunications companies,10,0.9563,0.7,0.0116,0.0229,0
Our MiniLM (98K),telecommunications companies,30,0.9423,0.6333,0.0316,0.0601,1
Our MiniLM (98K),telecommunications companies,50,0.9523,0.62,0.0515,0.0951,5
Our MiniLM (98K),telecommunications companies,100,0.9461,0.52,0.0864,0.1481,10
Our MiniLM (98K),telecommunications companies,200,0.9425,0.525,0.1744,0.2618,37
Our MiniLM (98K),telecommunications companies,500,0.8569,0.494,0.4103,0.4483,203
Our MiniLM (98K),telecommunications companies,816,0.8026,0.4743,0.6429,0.5458,525
Our MiniLM (98K),internet service providers,10,0.9601,1.0,0.01,0.0198,0
Our MiniLM (98K),internet service providers,30,0.944,0.9667,0.029,0.0563,1
Our MiniLM (98K),internet service providers,50,0.9505,0.98,0.049,0.0933,3
Our MiniLM (98K),internet service providers,100,0.9545,0.98,0.098,0.1782,14
Our MiniLM (98K),internet service providers,200,0.9608,0.98,0.196,0.3267,52
Our MiniLM (98K),internet service providers,500,0.9212,0.92,0.46,0.6133,279
Our MiniLM (98K),internet service providers,816,0.85,0.8321,0.679,0.7478,569
Our MiniLM (98K),manufacturing automation companies,10,0.9008,0.9,0.009,0.0178,0
